Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;ValorBruto;ValorPorM2;ValorBrutoPorM2;TipoAgregado
Apartamento;Ipanema;3;2;1;150;8000.0;2200.0;390.0;10590.0;53.33333333333334;70.6;Apartamento
Apartamento;Península;3;2;2;126;4500.0;1450.0;250.0;6200.0;35.714285714285715;49.20634920634921;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;50;800.0;350.0;0.0;1150.0;16.0;23.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;230;7000.0;2200.0;0.0;9200.0;30.43478260869565;40.0;Apartamento
Apartamento;Leblon;3;2;0;150;4500.0;1280.0;220.0;6000.0;30.0;40.0;Apartamento
Apartamento;Engenho Novo;2;1;0;68;900.0;620.0;0.0;1520.0;13.235294117647056;22.352941176470583;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;107;2700.0;940.0;250.0;3890.0;25.233644859813083;36.35514018691589;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1300.0;195.0;4095.0;28.88888888888889;45.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;73;2000.0;653.0;789.0;3442.0;27.397260273972602;47.15068493150685;Apartamento
Apartamento;Vila da Penha;2;1;0;66;1200.0;180.0;0.0;1380.0;18.181818181818183;20.90909090909091;Apartamento
Apartamento;Flamengo;3;1;1;160;3800.0;1170.0;322.0;5292.0;23.75;33.075;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;140;2300.0;1100.0;2600.0;6000.0;16.428571428571427;42.857142857142854;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;182;3200.0;1188.0;449.0;4837.0;17.582417582417587;26.57692307692308;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;75;2000.0;480.0;0.0;2480.0;26.66666666666667;33.06666666666667;Apartamento
Apartamento;Barra da Tijuca;2;2;2;155;4000.0;1300.0;4300.0;9600.0;25.806451612903228;61.935483870967744;Apartamento
Apartamento;Botafogo;2;1;0;94;5700.0;1130.0;196.0;7026.0;60.638297872340424;74.74468085106382;Apartamento
Apartamento;Irajá;1;0;0;55;850.0;110.0;0.0;960.0;15.454545454545455;17.454545454545453;Apartamento
Apartamento;Rio Comprido;2;1;0;63;1490.0;743.0;33.0;2266.0;23.65079365079365;35.96825396825397;Apartamento
Apartamento;Méier;2;1;0;47;900.0;400.0;13.0;1313.0;19.148936170212764;27.936170212765962;Apartamento
Apartamento;Ipanema;2;0;0;77;3150.0;605.0;199.0;3954.0;40.90909090909091;51.35064935064935;Apartamento
Apartamento;Santa Teresa;1;0;0;31;1000.0;330.0;15.0;1345.0;32.25806451612903;43.387096774193544;Apartamento
Apartamento;Jardim Botânico;3;1;1;91;3500.0;1050.0;260.0;4810.0;38.46153846153846;52.85714285714285;Apartamento
Apartamento;Copacabana;3;2;1;160;5000.0;1706.0;382.0;7088.0;31.25;44.3;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;92;1300.0;1712.0;395.0;3407.0;14.130434782608695;37.03260869565217;Apartamento
